1000 8433
397 716 0.05326
397 718 0.05931
397 771 0.06335
397 811 0.01962
397 935 0.03147
397 943 0.04396
397 945 0.06682
396 432 0.07119
396 479 0.00885
396 497 0.07152
396 540 0.01599
396 674 0.06618
396 681 0.05177
396 729 0.03484
396 812 0.06141
396 831 0.07217
396 933 0.04741
396 944 0.06199
396 947 0.06382
396 974 0.07167
396 998 0.03218
395 448 0.05561
395 544 0.03636
395 594 0.04713
395 605 0.02458
395 618 0.02599
395 657 0.04688
395 680 0.06422
395 853 0.03091
395 877 0.04378
395 878 0.06619
395 895 0.05540
395 920 0.03619
394 444 0.02454
394 473 0.05075
394 478 0.05902
394 518 0.04513
394 535 0.03761
394 756 0.06062
394 963 0.03103
394 968 0.03924
393 451 0.01960
393 462 0.05032
393 489 0.05690
393 524 0.06110
393 555 0.06776
393 563 0.04143
393 565 0.05644
393 626 0.06378
393 664 0.04746
393 683 0.03231
393 902 0.06389
393 914 0.07125
393 928 0.02833
393 988 0.07076
392 422 0.04948
392 508 0.02561
392 559 0.05958
392 570 0.05081
392 730 0.01225
392 885 0.02196
392 936 0.05196
392 965 0.06540
391 398 0.05421
391 437 0.01810
391 655 0.07489
391 741 0.05972
391 813 0.06436
391 868 0.04250
391 940 0.06130
390 406 0.06175
390 425 0.05149
390 433 0.06333
390 502 0.05221
390 609 0.06903
390 637 0.03015
390 688 0.01799
390 957 0.00080
389 463 0.01184
389 485 0.05186
389 587 0.07475
389 703 0.02699
389 747 0.04340
389 798 0.05047
389 826 0.06563
389 859 0.03654
389 871 0.05670
389 891 0.07313
388 394 0.06261
388 444 0.06142
388 459 0.04377
388 478 0.06414
388 518 0.07183
388 628 0.03982
388 869 0.06974
388 909 0.07312
388 921 0.06456
388 968 0.03572
387 431 0.07136
387 558 0.07153
387 617 0.04067
387 632 0.06835
387 710 0.00858
387 785 0.07436
387 817 0.04294
387 820 0.04510
387 912 0.04429
387 931 0.03452
387 943 0.06525
387 945 0.04042
386 481 0.05777
386 714 0.02380
386 720 0.05026
385 418 0.04891
385 433 0.04115
385 495 0.06131
385 504 0.04643
385 507 0.03313
385 574 0.05000
385 609 0.07121
385 627 0.05653
385 671 0.02191
385 723 0.04462
385 819 0.05438
385 846 0.05088
385 881 0.04831
385 923 0.02301
385 946 0.05301
385 969 0.07080
385 990 0.03949
384 560 0.07279
384 613 0.03929
384 626 0.02416
384 683 0.04663
384 745 0.01317
384 815 0.06201
384 902 0.01397
384 928 0.06815
383 392 0.06828
383 622 0.06908
383 730 0.06450
383 754 0.05871
383 770 0.04394
383 885 0.07317
382 415 0.05362
382 515 0.02992
382 520 0.02181
382 537 0.04198
382 572 0.07174
382 600 0.06602
382 603 0.02849
382 636 0.05873
382 724 0.05370
382 777 0.04931
382 786 0.01762
382 875 0.07152
382 887 0.03548
382 892 0.04681
382 898 0.06494
382 964 0.03597
381 427 0.01864
381 443 0.05889
381 453 0.01765
381 464 0.07439
381 500 0.07265
381 517 0.06475
381 564 0.06642
381 572 0.05945
381 583 0.04672
381 595 0.05545
381 735 0.07204
381 875 0.05925
381 956 0.02853
381 999 0.05125
380 489 0.06557
380 524 0.03896
380 545 0.05735
380 563 0.06906
380 588 0.00591
380 642 0.02185
380 691 0.03486
380 705 0.05760
380 768 0.00167
380 781 0.02723
380 802 0.06594
380 908 0.04131
380 914 0.04888
380 983 0.05479
380 988 0.03117
379 421 0.04164
379 709 0.07208
379 800 0.06551
379 827 0.05222
379 854 0.06159
379 924 0.07370
378 391 0.01248
378 398 0.04902
378 413 0.07069
378 437 0.01797
378 655 0.06244
378 741 0.04801
378 813 0.06185
378 868 0.03006
378 940 0.05023
377 579 0.02445
377 598 0.02920
377 599 0.02810
377 612 0.02302
377 650 0.06199
377 682 0.07273
377 694 0.04328
377 719 0.02903
377 896 0.05605
376 483 0.06476
376 514 0.05403
376 591 0.07307
376 675 0.06850
376 698 0.06769
376 755 0.03146
376 855 0.06908
376 926 0.02209
376 952 0.06362
376 994 0.04595
375 458 0.05759
375 496 0.03424
375 582 0.02667
375 638 0.07500
375 737 0.02638
375 782 0.07177
375 951 0.05484
374 379 0.04863
374 421 0.07286
374 800 0.02920
374 827 0.01771
374 854 0.01580
374 924 0.07444
373 384 0.02870
373 393 0.04925
373 451 0.06251
373 565 0.06716
373 613 0.05398
373 626 0.01789
373 683 0.01793
373 745 0.02850
373 829 0.06885
373 902 0.01705
373 928 0.04605
372 374 0.06385
372 501 0.07214
372 663 0.06567
372 742 0.02849
372 800 0.05967
372 827 0.06557
372 854 0.05285
372 889 0.03462
372 930 0.04276
371 408 0.05905
371 506 0.05132
371 547 0.06816
371 596 0.05728
371 698 0.04503
371 713 0.06174
371 755 0.06221
371 791 0.06611
371 867 0.04914
371 971 0.05671
371 985 0.07188
370 373 0.03981
370 384 0.01329
370 613 0.02958
370 626 0.02983
370 683 0.05746
370 745 0.01405
370 815 0.06311
370 902 0.02702
369 469 0.05702
369 501 0.05515
369 615 0.05699
369 651 0.06381
369 665 0.00476
369 679 0.06559
369 697 0.05401
369 793 0.07020
369 832 0.01873
369 842 0.01028
368 406 0.06065
368 407 0.06680
368 419 0.04357
368 446 0.01602
368 457 0.05362
368 488 0.06062
368 573 0.06172
368 677 0.02422
368 776 0.05990
368 784 0.06342
368 850 0.04640
368 954 0.02442
367 448 0.05293
367 519 0.02934
367 625 0.04218
367 631 0.07154
367 796 0.03915
366 369 0.02562
366 469 0.04752
366 501 0.04334
366 526 0.07363
366 615 0.05072
366 620 0.06362
366 659 0.07418
366 665 0.02572
366 697 0.06793
366 721 0.06527
366 832 0.03929
366 842 0.01702
365 368 0.05320
365 406 0.04052
365 407 0.04069
365 419 0.06014
365 425 0.06380
365 446 0.04312
365 457 0.07187
365 502 0.03973
365 637 0.07357
365 677 0.04890
365 688 0.06260
365 850 0.06478
365 852 0.06478
365 954 0.03788
364 380 0.05915
364 393 0.04247
364 440 0.05470
364 451 0.02294
364 462 0.06418
364 489 0.02618
364 524 0.02052
364 545 0.04625
364 563 0.03280
364 565 0.04335
364 588 0.05589
364 664 0.04491
364 683 0.06958
364 691 0.07288
364 768 0.06075
364 781 0.07034
364 914 0.03195
364 928 0.03820
364 988 0.02870
363 376 0.06746
363 482 0.05682
363 676 0.06186
363 690 0.06238
363 700 0.04865
363 734 0.06050
363 816 0.03918
363 918 0.02249
363 927 0.05845
363 952 0.03198
363 994 0.02183
362 386 0.02114
362 481 0.04933
362 714 0.04489
362 720 0.06336
361 365 0.02034
361 368 0.06096
361 406 0.06085
361 407 0.02136
361 419 0.05225
361 425 0.06688
361 446 0.04692
361 457 0.06235
361 502 0.04650
361 677 0.06382
361 776 0.07192
361 810 0.07044
361 850 0.05655
361 852 0.04620
361 901 0.06858
361 954 0.03914
360 361 0.01273
360 365 0.01278
360 368 0.06348
360 406 0.05108
360 407 0.03391
360 419 0.06255
360 425 0.05697
360 446 0.05148
360 457 0.07337
360 502 0.03491
360 677 0.06140
360 688 0.06429
360 850 0.06703
360 852 0.05882
360 954 0.04483
359 473 0.07160
359 535 0.05080
359 569 0.07303
359 805 0.05390
359 814 0.01267
359 822 0.03309
359 941 0.04809
359 963 0.07160
358 558 0.04740
358 576 0.03038
358 785 0.01403
358 820 0.04129
358 931 0.06600
358 958 0.06634
357 364 0.06558
357 440 0.01939
357 451 0.07023
357 489 0.04079
357 521 0.04806
357 545 0.04414
357 560 0.06276
357 565 0.02518
357 568 0.06637
357 647 0.05404
357 682 0.05855
357 705 0.07120
357 896 0.07014
357 914 0.05188
357 928 0.05325
357 988 0.07497
356 359 0.06237
356 434 0.02657
356 473 0.03644
356 535 0.05011
356 569 0.01362
356 641 0.07373
356 653 0.06913
356 814 0.07339
356 822 0.03512
356 879 0.06022
356 941 0.02608
356 966 0.06243
355 439 0.03347
355 480 0.06910
355 586 0.03077
355 631 0.07268
355 662 0.02451
355 695 0.03747
354 394 0.07163
354 402 0.05212
354 423 0.05502
354 444 0.06030
354 447 0.03170
354 490 0.06256
354 491 0.06437
354 518 0.05280
354 546 0.07463
354 608 0.07337
354 704 0.06694
354 756 0.01104
354 805 0.06265
354 814 0.06933
354 904 0.06422
354 963 0.04078
353 405 0.04658
353 475 0.05262
353 562 0.05925
353 602 0.05294
353 707 0.00721
353 728 0.04085
353 762 0.04372
353 778 0.07374
353 799 0.06477
353 821 0.07389
353 825 0.02431
353 830 0.07487
353 874 0.06915
353 905 0.05519
353 939 0.07454
353 953 0.06210
352 393 0.05608
352 451 0.06370
352 462 0.01363
352 555 0.05080
352 563 0.04647
352 575 0.06008
352 664 0.03700
352 837 0.05189
351 554 0.02312
351 638 0.05537
351 722 0.06252
351 849 0.01387
351 951 0.05587
350 389 0.05314
350 413 0.05957
350 463 0.06107
350 470 0.05335
350 485 0.03038
350 522 0.06376
350 703 0.07389
350 738 0.06446
350 747 0.04971
350 826 0.01503
349 505 0.03825
349 550 0.07432
349 571 0.06727
349 589 0.05390
349 847 0.07402
348 381 0.07180
348 453 0.06191
348 517 0.00705
348 537 0.06566
348 561 0.00815
348 564 0.06877
348 583 0.05865
348 856 0.02027
348 875 0.04318
348 956 0.04459
348 964 0.06830
347 372 0.05756
347 501 0.03468
347 697 0.05463
347 742 0.03964
347 763 0.06130
347 800 0.05478
347 832 0.07156
347 854 0.06466
347 930 0.07167
347 975 0.06015
346 449 0.04376
346 487 0.05562
346 577 0.01768
346 610 0.04395
346 643 0.06643
346 751 0.01059
346 784 0.07469
346 787 0.06376
346 870 0.03807
346 906 0.04755
346 929 0.05412
346 949 0.05839
345 400 0.00976
345 441 0.06313
345 510 0.07372
345 529 0.01427
345 592 0.05451
345 769 0.04725
345 838 0.07468
345 880 0.03092
345 903 0.06936
344 368 0.05083
344 406 0.05298
344 446 0.06406
344 488 0.07058
344 573 0.05937
344 627 0.07134
344 677 0.03236
344 788 0.05169
344 803 0.03242
344 954 0.07066
344 969 0.06021
344 970 0.07367
343 413 0.07459
343 416 0.03471
343 607 0.04514
343 655 0.05763
343 692 0.03878
343 738 0.06770
343 741 0.04697
343 823 0.04635
343 843 0.04955
343 868 0.07226
343 876 0.02299
343 900 0.05137
343 940 0.04086
342 409 0.05387
342 411 0.02793
342 424 0.04106
342 493 0.07305
342 499 0.05521
342 534 0.03153
342 567 0.06413
342 634 0.04825
342 678 0.06803
342 736 0.03218
342 757 0.03110
342 766 0.06405
342 801 0.03511
342 860 0.06493
342 890 0.05458
342 934 0.06984
342 973 0.05140
341 460 0.07302
341 498 0.02582
341 542 0.07235
341 629 0.01881
341 740 0.05407
341 749 0.04573
341 760 0.03003
341 771 0.04609
340 348 0.06300
340 381 0.02807
340 427 0.04138
340 429 0.07070
340 453 0.03804
340 500 0.05500
340 517 0.05657
340 561 0.07013
340 564 0.03837
340 583 0.06391
340 875 0.06884
340 956 0.02257
340 999 0.04326
339 395 0.05810
339 493 0.05490
339 544 0.07096
339 594 0.04781
339 624 0.06861
339 657 0.05122
339 753 0.05304
339 833 0.06974
339 877 0.07394
339 878 0.06873
339 890 0.07009
339 895 0.07111
339 907 0.06118
339 920 0.07443
339 959 0.07188
339 981 0.07330
338 385 0.06629
338 390 0.06712
338 418 0.07049
338 433 0.03844
338 507 0.06984
338 574 0.04412
338 609 0.00563
338 637 0.07249
338 690 0.05962
338 846 0.05411
338 957 0.06632
337 358 0.01911
337 387 0.06925
337 558 0.04901
337 576 0.03960
337 617 0.07493
337 710 0.06741
337 785 0.01707
337 820 0.02761
337 931 0.05522
337 958 0.07293
336 347 0.04140
336 366 0.05366
336 369 0.04648
336 501 0.03697
336 665 0.04174
336 697 0.01941
336 742 0.07359
336 746 0.05572
336 763 0.06453
336 793 0.04535
336 832 0.03228
336 842 0.05208
336 866 0.07269
336 975 0.04897
336 978 0.07374
335 337 0.03843
335 358 0.05654
335 387 0.05785
335 617 0.04287
335 710 0.05161
335 785 0.05458
335 820 0.04304
335 828 0.05483
335 931 0.06515
334 383 0.07464
334 417 0.06029
334 616 0.03717
334 622 0.03255
334 644 0.02920
334 743 0.06272
334 754 0.06368
334 774 0.06016
334 893 0.05403
333 348 0.07315
333 382 0.06516
333 452 0.02196
333 537 0.06492
333 561 0.06504
333 603 0.03786
333 724 0.07309
333 740 0.06410
333 749 0.07302
333 761 0.07418
333 786 0.07065
333 856 0.06200
333 887 0.07207
333 898 0.05765
333 953 0.06910
333 964 0.03704
332 351 0.01816
332 464 0.07499
332 554 0.01724
332 638 0.06936
332 722 0.06015
332 849 0.00687
332 951 0.07296
331 367 0.05472
331 519 0.04807
331 625 0.03080
331 669 0.03077
330 359 0.06321
330 434 0.06880
330 653 0.06692
330 658 0.05342
330 720 0.05520
330 814 0.07298
330 822 0.04942
330 879 0.05137
330 941 0.05096
329 477 0.06468
329 773 0.03596
329 845 0.03730
329 915 0.01828
328 374 0.06800
328 450 0.04064
328 541 0.06789
328 601 0.07107
328 663 0.04823
328 711 0.04330
328 827 0.05052
328 835 0.05061
328 889 0.06801
328 961 0.06183
327 456 0.05356
327 533 0.07304
327 597 0.05498
327 623 0.03754
327 985 0.06726
326 355 0.04389
326 436 0.07410
326 439 0.02211
326 480 0.06291
326 586 0.03432
326 631 0.04388
326 662 0.02030
326 695 0.02519
326 796 0.06678
326 834 0.06811
325 351 0.05879
325 375 0.05276
325 458 0.07166
325 496 0.03662
325 582 0.05197
325 638 0.02301
325 737 0.07198
325 782 0.03781
325 849 0.07265
325 951 0.00294
324 419 0.07223
324 455 0.03241
324 457 0.06011
324 511 0.03225
324 643 0.05758
324 672 0.03708
324 776 0.05228
324 808 0.03047
324 824 0.03623
324 850 0.06803
324 852 0.07252
324 901 0.04871
324 906 0.06659
324 919 0.01937
324 929 0.07311
324 949 0.07327
324 982 0.05860
323 399 0.04050
323 412 0.04813
323 471 0.07012
323 653 0.06357
323 727 0.05378
323 778 0.04206
323 799 0.05328
323 809 0.06530
323 864 0.04165
323 879 0.06953
323 939 0.05088
322 339 0.05137
322 342 0.07411
322 424 0.03373
322 493 0.00736
322 543 0.05439
322 619 0.06647
322 624 0.05799
322 753 0.03899
322 766 0.06484
322 833 0.03553
322 888 0.06199
322 890 0.02156
322 907 0.03964
322 959 0.04548
321 324 0.04323
321 455 0.04854
321 511 0.07474
321 672 0.07024
321 808 0.05106
321 824 0.06711
321 873 0.06417
321 919 0.06095
321 982 0.05519
320 391 0.07383
320 437 0.06968
319 321 0.07481
319 651 0.06870
319 679 0.05859
319 873 0.01134
319 982 0.06242
318 330 0.02570
318 359 0.07307
318 386 0.07400
318 658 0.03715
318 714 0.06127
318 720 0.02951
318 822 0.06962
318 941 0.07441
317 367 0.07264
317 448 0.06554
317 509 0.06833
317 605 0.07374
317 680 0.03403
317 796 0.05730
317 853 0.07406
316 364 0.06564
316 380 0.01020
316 489 0.07452
316 524 0.04513
316 545 0.06747
316 563 0.07111
316 588 0.01611
316 642 0.01998
316 691 0.04278
316 705 0.06673
316 768 0.00893
316 781 0.03485
316 802 0.06708
316 908 0.03204
316 914 0.05848
316 983 0.06282
316 988 0.03898
315 329 0.04579
315 477 0.04449
315 656 0.07086
315 729 0.06102
315 773 0.02198
315 790 0.03737
315 845 0.03790
315 861 0.06534
315 915 0.03561
315 974 0.06962
314 321 0.06070
314 324 0.05137
314 511 0.05796
314 776 0.07351
314 810 0.04867
314 824 0.03046
314 852 0.05565
314 901 0.03966
314 919 0.06537
313 322 0.05779
313 342 0.02170
313 409 0.07229
313 411 0.03946
313 424 0.02426
313 493 0.05525
313 499 0.06517
313 534 0.03892
313 543 0.06551
313 567 0.06824
313 634 0.03673
313 701 0.06113
313 736 0.02632
313 757 0.03145
313 766 0.04430
313 801 0.05240
313 833 0.06017
313 888 0.06628
313 890 0.04164
313 907 0.07296
313 959 0.07088
313 973 0.07022
312 314 0.02981
312 321 0.03981
312 324 0.02263
312 455 0.05249
312 457 0.06705
312 511 0.04183
312 672 0.05958
312 776 0.06168
312 808 0.05154
312 810 0.07393
312 824 0.02737
312 850 0.07446
312 852 0.06552
312 901 0.04219
312 919 0.03980
311 334 0.06048
311 417 0.00321
311 508 0.06913
311 559 0.03658
311 622 0.02838
311 639 0.07291
311 644 0.05882
311 699 0.06891
311 730 0.06814
311 743 0.02669
311 750 0.05800
311 792 0.06037
311 885 0.06176
311 893 0.06030
310 344 0.07288
310 495 0.03015
310 504 0.04502
310 627 0.04122
310 788 0.06201
310 803 0.04578
310 872 0.06941
310 881 0.04537
310 923 0.07412
310 948 0.06254
310 969 0.03173
310 970 0.04378
310 987 0.06101
309 395 0.05527
309 448 0.06440
309 544 0.01921
309 605 0.06580
309 618 0.05210
309 657 0.03719
309 853 0.05729
309 878 0.03521
309 920 0.01921
308 336 0.05648
308 347 0.05093
308 366 0.04234
308 369 0.06221
308 372 0.07180
308 501 0.02059
308 526 0.04893
308 659 0.06943
308 665 0.05960
308 696 0.07243
308 721 0.05408
308 742 0.04356
308 832 0.06592
308 842 0.05730
308 930 0.05158
307 442 0.07066
307 494 0.05559
307 578 0.05890
307 591 0.07257
307 648 0.04881
307 840 0.05774
307 883 0.05025
307 884 0.04120
307 911 0.02660
307 925 0.01556
307 960 0.00627
306 363 0.03882
306 418 0.03842
306 482 0.05247
306 507 0.05506
306 574 0.04977
306 690 0.03310
306 700 0.02635
306 816 0.00500
306 846 0.04169
306 918 0.04191
306 927 0.05548
306 946 0.06748
306 952 0.05289
306 994 0.05956
305 374 0.05314
305 379 0.02868
305 421 0.07007
305 492 0.06252
305 604 0.06906
305 772 0.07322
305 800 0.05595
305 827 0.06472
305 854 0.05988
305 924 0.04585
304 459 0.06984
304 467 0.03405
304 528 0.07442
304 539 0.06898
304 590 0.02760
304 666 0.05511
304 670 0.04723
304 851 0.02097
304 910 0.05453
304 921 0.04927
304 976 0.06196
304 989 0.03035
303 304 0.04713
303 327 0.07386
303 467 0.02600
303 590 0.02448
303 666 0.06296
303 831 0.06701
303 851 0.02788
303 910 0.03123
303 976 0.04525
303 985 0.06297
303 989 0.07453
302 354 0.06498
302 388 0.06778
302 394 0.00674
302 444 0.02221
302 473 0.05359
302 478 0.06533
302 518 0.04175
302 535 0.03650
302 756 0.05398
302 963 0.02431
302 968 0.04589
301 340 0.03453
301 381 0.05437
301 427 0.05753
301 429 0.06097
301 453 0.06941
301 500 0.02051
301 564 0.03757
301 646 0.05930
301 937 0.06547
301 956 0.05698
301 999 0.02242
300 375 0.06786
300 737 0.05173
300 739 0.02066
300 779 0.05865
300 942 0.04278
300 979 0.03486
300 993 0.05407
299 341 0.03836
299 397 0.06570
299 498 0.03687
299 542 0.04594
299 629 0.02495
299 718 0.07287
299 752 0.06608
299 760 0.06326
299 771 0.00795
299 811 0.04805
298 325 0.06595
298 375 0.06713
298 458 0.01920
298 496 0.03757
298 582 0.04091
298 638 0.07148
298 685 0.02449
298 699 0.04988
298 743 0.07369
298 750 0.03635
298 782 0.04162
298 792 0.06040
298 848 0.01266
298 951 0.06869
297 509 0.04308
297 531 0.03665
297 656 0.02336
297 674 0.07148
297 790 0.06110
297 861 0.06886
297 882 0.05820
297 897 0.05487
297 913 0.04041
297 933 0.07122
297 944 0.04779
297 974 0.03599
296 421 0.07195
296 450 0.06461
296 541 0.05233
296 633 0.02342
296 687 0.05803
296 709 0.04142
296 711 0.05444
296 733 0.04632
296 835 0.04693
296 862 0.03559
296 967 0.05962
295 315 0.05442
295 329 0.07403
295 396 0.05271
295 479 0.05641
295 540 0.04675
295 597 0.07233
295 681 0.06153
295 729 0.01955
295 773 0.04173
294 388 0.05205
294 394 0.07322
294 473 0.07025
294 478 0.02627
294 484 0.03895
294 614 0.03870
294 628 0.01910
294 641 0.05349
294 869 0.03914
294 899 0.05945
294 909 0.02359
294 966 0.04815
294 968 0.03595
294 995 0.05572
293 376 0.05743
293 483 0.00874
293 494 0.02939
293 591 0.01567
293 755 0.04616
293 840 0.04657
293 855 0.01169
293 883 0.07293
293 884 0.07184
293 911 0.06416
293 925 0.07161
293 926 0.03581
292 482 0.06312
292 585 0.05697
292 596 0.04491
292 654 0.05529
292 676 0.02881
292 698 0.05781
292 734 0.02004
292 791 0.03800
292 918 0.06243
292 927 0.06057
291 354 0.06119
291 402 0.02727
291 423 0.03703
291 447 0.04278
291 491 0.01067
291 507 0.07343
291 546 0.06954
291 671 0.05952
291 704 0.01655
291 723 0.03721
291 756 0.07018
291 819 0.03069
291 904 0.02616
291 923 0.06622
291 946 0.04037
291 948 0.06588
291 987 0.05586
291 990 0.04227
290 466 0.03807
290 604 0.05210
290 772 0.01676
289 309 0.03037
289 339 0.05619
289 395 0.04222
289 544 0.02026
289 605 0.06255
289 618 0.05408
289 657 0.00821
289 853 0.06050
289 878 0.02398
289 920 0.02478
289 922 0.07372
289 981 0.05948
288 303 0.00816
288 304 0.05422
288 327 0.06724
288 467 0.03400
288 590 0.02954
288 666 0.06351
288 831 0.07154
288 851 0.03570
288 910 0.03664
288 976 0.05065
288 985 0.05565
287 353 0.04841
287 460 0.06737
287 471 0.05199
287 475 0.03871
287 602 0.00738
287 707 0.04123
287 727 0.04754
287 728 0.07295
287 761 0.05653
287 762 0.02088
287 778 0.05721
287 799 0.05946
287 825 0.03692
287 939 0.04280
287 953 0.03835
286 505 0.06529
286 550 0.05633
286 589 0.06635
286 593 0.00875
286 673 0.06706
286 754 0.04858
286 847 0.02946
285 301 0.03350
285 340 0.06199
285 381 0.07079
285 427 0.06448
285 443 0.07358
285 500 0.02341
285 530 0.06467
285 564 0.07043
285 937 0.07483
285 999 0.01979
284 335 0.04662
284 337 0.01667
284 358 0.02613
284 387 0.06055
284 558 0.03379
284 576 0.03034
284 710 0.06066
284 785 0.01383
284 820 0.01548
284 912 0.07300
284 931 0.04039
284 958 0.05927
283 328 0.04238
283 435 0.04824
283 450 0.05025
283 541 0.06807
283 575 0.04690
283 601 0.02933
283 621 0.06793
283 663 0.03991
283 711 0.06954
283 835 0.07445
283 837 0.06752
283 889 0.07317
283 961 0.02296
283 991 0.06182
282 343 0.06131
282 350 0.07211
282 413 0.02466
282 416 0.03056
282 470 0.03187
282 485 0.07023
282 522 0.01924
282 655 0.02418
282 738 0.01037
282 741 0.04384
282 826 0.05711
282 868 0.05719
282 876 0.06824
282 940 0.04738
281 311 0.06610
281 392 0.06656
281 417 0.06553
281 508 0.04100
281 530 0.04850
281 559 0.03057
281 570 0.07317
281 639 0.01577
281 646 0.07319
281 730 0.05977
281 794 0.03436
281 885 0.04754
281 937 0.04864
280 308 0.03669
280 336 0.04266
280 347 0.06483
280 366 0.01165
280 369 0.02567
280 469 0.05914
280 501 0.03327
280 615 0.06214
280 620 0.07470
280 665 0.02362
280 697 0.05808
280 721 0.07001
280 832 0.03375
280 842 0.02106
279 313 0.03108
279 322 0.07127
279 342 0.01627
279 409 0.04128
279 411 0.04244
279 424 0.04164
279 493 0.07184
279 499 0.03894
279 534 0.04708
279 619 0.06567
279 634 0.06339
279 678 0.05287
279 736 0.04800
279 757 0.04737
279 801 0.02133
279 860 0.04903
279 890 0.05006
279 907 0.06866
279 932 0.07417
279 934 0.05407
279 973 0.05813
278 291 0.05781
278 306 0.05153
278 385 0.04987
278 418 0.02417
278 482 0.06226
278 491 0.05113
278 507 0.02193
278 574 0.05016
278 671 0.03387
278 690 0.06174
278 700 0.04199
278 704 0.06465
278 723 0.04274
278 816 0.05425
278 819 0.05127
278 846 0.04177
278 923 0.05464
278 927 0.06494
278 946 0.01761
278 990 0.02952
277 397 0.06823
277 445 0.04874
277 486 0.07260
277 580 0.07272
277 611 0.07290
277 632 0.02336
277 718 0.05140
277 767 0.04327
277 811 0.07298
277 817 0.04468
277 922 0.07374
277 935 0.05906
277 943 0.06217
277 945 0.05730
276 282 0.07451
276 343 0.04896
276 378 0.04234
276 391 0.04922
276 413 0.07108
276 416 0.06606
276 437 0.06022
276 607 0.06779
276 655 0.05463
276 738 0.07405
276 741 0.03193
276 823 0.07016
276 868 0.04214
276 876 0.07194
276 900 0.05586
276 940 0.02714
275 283 0.05074
275 435 0.00349
275 575 0.04087
275 601 0.02146
275 667 0.04374
275 715 0.02521
275 837 0.06658
275 938 0.05072
275 961 0.03178
275 991 0.02303
274 284 0.04647
274 335 0.06720
274 337 0.06070
274 358 0.07232
274 387 0.02977
274 431 0.04572
274 558 0.04482
274 576 0.06169
274 617 0.06680
274 632 0.07474
274 710 0.03636
274 785 0.05876
274 806 0.07344
274 817 0.04944
274 820 0.03314
274 912 0.02795
274 931 0.00689
274 945 0.06711
274 958 0.06566
273 426 0.01930
273 550 0.03682
273 593 0.07454
273 630 0.01644
273 857 0.03803
273 938 0.06190
272 405 0.07073
272 454 0.01212
272 474 0.06397
272 549 0.04390
272 552 0.00489
272 556 0.06560
272 562 0.05492
272 581 0.01710
272 650 0.04922
272 797 0.02648
272 802 0.06302
272 830 0.04146
272 874 0.04384
272 886 0.05187
272 894 0.07484
271 287 0.07136
271 333 0.03646
271 348 0.06820
271 452 0.02797
271 475 0.04003
271 517 0.07492
271 561 0.06172
271 602 0.06479
271 603 0.07217
271 740 0.07159
271 761 0.05904
271 856 0.04965
271 953 0.03384
271 964 0.06798
270 317 0.04532
270 326 0.03421
270 439 0.05384
270 480 0.07075
270 586 0.06008
270 631 0.05145
270 662 0.05451
270 695 0.05494
270 796 0.05364
269 352 0.06103
269 462 0.07303
269 555 0.01534
269 575 0.04379
269 621 0.01884
269 663 0.05700
269 829 0.05074
269 837 0.01811
269 841 0.07025
269 889 0.06377
269 996 0.02521
268 271 0.05312
268 287 0.03346
268 452 0.05837
268 460 0.04461
268 471 0.04769
268 475 0.04173
268 602 0.02659
268 707 0.07114
268 727 0.05677
268 740 0.06425
268 761 0.02400
268 762 0.05279
268 825 0.07025
268 939 0.06153
268 953 0.03230
267 438 0.07247
267 443 0.05957
267 464 0.04332
267 503 0.02756
267 512 0.06309
267 536 0.04345
267 538 0.07441
267 584 0.04088
267 661 0.00605
267 735 0.04430
267 764 0.06682
267 865 0.07148
267 950 0.07385
267 972 0.07049
266 276 0.04617
266 378 0.00467
266 391 0.00856
266 398 0.04855
266 413 0.07451
266 437 0.01495
266 655 0.06679
266 741 0.05267
266 813 0.06037
266 868 0.03411
266 940 0.05489
265 280 0.01782
265 308 0.02426
265 336 0.03580
265 347 0.04806
265 366 0.02824
265 369 0.04061
265 501 0.01546
265 526 0.07051
265 665 0.03723
265 697 0.05441
265 721 0.07054
265 742 0.05902
265 832 0.04180
265 842 0.03831
265 930 0.07464
264 404 0.01948
264 432 0.06918
264 497 0.05238
264 539 0.04861
264 543 0.07339
264 670 0.06892
264 701 0.04640
264 706 0.04841
264 766 0.06616
264 812 0.07093
264 888 0.06479
263 403 0.05049
263 527 0.03697
263 551 0.04271
263 684 0.01643
263 712 0.00518
263 744 0.05811
263 865 0.04280
263 916 0.01410
263 950 0.06456
262 297 0.07206
262 477 0.06093
262 656 0.06783
262 790 0.06235
262 861 0.02982
261 279 0.02762
261 313 0.05826
261 342 0.04273
261 409 0.01750
261 411 0.06410
261 424 0.06323
261 499 0.02007
261 525 0.06169
261 534 0.07023
261 619 0.05510
261 624 0.07494
261 678 0.02533
261 736 0.07491
261 752 0.05563
261 757 0.07305
261 801 0.00893
261 860 0.02300
261 890 0.06492
261 907 0.06982
261 932 0.04708
261 934 0.02749
261 973 0.06632
260 301 0.05754
260 340 0.02818
260 348 0.03566
260 381 0.04519
260 427 0.06304
260 429 0.06816
260 453 0.04372
260 517 0.02984
260 561 0.04330
260 564 0.03956
260 583 0.05818
260 856 0.05382
260 875 0.05437
260 956 0.01788
260 999 0.07076
259 282 0.06220
259 338 0.05974
259 390 0.03676
259 416 0.07268
259 425 0.06418
259 470 0.04028
259 522 0.04466
259 609 0.05849
259 637 0.06467
259 688 0.05214
259 738 0.06755
259 957 0.03631
